,Headline,Date,Stock,Neutral,Positive,Negative
3506,shares of some companies in the healthcare sector are trading higher in a potential rebound shares of several healthcare companies dipped last week on concerns of laws curbing drug prices,2019-04-15,CVS,0.0001518778590252623,0.0037060135509818792,0.9961420893669128
3507,oppenheimer joins chorus of cvs analysts cautious on nearterm outlook,2019-04-15,CVS,7.778179133310914e-05,4.4619534378398384e-07,0.9999217987060547
3508,benzingas top upgrades downgrades for april 15 2019,2019-04-15,CVS,0.9998075366020203,3.1163203857431654e-06,0.00018941101734526455
3509,oppenheimer downgrades cvs health to perform,2019-04-15,CVS,0.001132266246713698,0.02851920947432518,0.9703485369682312
3510,barrons on cvs as the front door to health care,2019-04-13,CVS,0.9996817111968994,1.1634454494924285e-05,0.000306661706417799
3511,barrons picks and pans cvs disney mcdonalds noble energy and more,2019-04-13,CVS,0.9999483823776245,6.4227647271764e-06,4.5136235712561756e-05
3512,bmo potential headwinds for cvs cancel out valuation advantage,2019-04-11,CVS,3.168041303069913e-06,2.8907541491207667e-05,0.9999679327011108
3513,benzingas top upgrades downgrades for april 11 2019,2019-04-11,CVS,0.9996590614318848,5.713203790946864e-06,0.00033517592237330973
3514,bmo capital initiates coverage on cvs health with outperform rating announces 58 price target,2019-04-11,CVS,1.6520047552148753e-07,0.9999998807907104,1.4443172213773892e-09
3515,march imx reveals value is making a comeback,2019-04-09,CVS,0.9990265369415283,0.00037033791886642575,0.0006030729273334146
3516,investor movement index march summary,2019-04-09,CVS,0.9999809265136719,1.548556065245066e-05,3.5899079193768557e-06
3517,caresource to switch drug plan from cvs to express scripts,2019-04-09,CVS,0.9997301697731018,0.0001376206782879308,0.00013217469677329063
3518,medicare drug plans can assume rebates for 2020 axios,2019-04-05,CVS,0.9999746084213257,3.556063120413455e-06,2.1767431462649256e-05
3519,fda schedules first public hearing on cbd sends warning letters to 3 companies,2019-04-03,CVS,0.9288913607597351,1.3513876183424145e-05,0.0710950717329979
3520,strong data on chinese private sector add to solid manufacturing numbers,2019-04-03,CVS,8.936097195544335e-09,1.0,3.0580751264608352e-09
3521,cvs shares are trading lower in sympathy with walgreens which reported worsethanexpected q2 financial results,2019-04-02,CVS,2.4562835321262355e-08,1.3856764553565881e-06,0.9999985694885254
3522,the week in cannabis safeer banking new jersey seth rogen walgreens and earnings,2019-03-31,CVS,0.9999274015426636,8.326332476826792e-07,7.175878999987617e-05
3523,walgreens joins cvs will start selling cbd products in select stores,2019-03-27,CVS,0.9999901056289673,8.06458956503775e-06,1.7693839708954329e-06
3524,cvs shares are trading lower following the merger between centene and wellcare which may be viewed as a competitor to cvs proposed merger with aetna,2019-03-27,CVS,0.0483514629304409,0.008851510472595692,0.9427970051765442
3525,the week in cannabis safe banking act stocks in red ipos high tech agro projects and celebs in marijuana,2019-03-23,CVS,0.9999575614929199,1.1978987686234177e-06,4.120672747376375e-05
3526,hearing northland says walmart cv sciences confirmed 3 different sources suggest cvs cbd gold balm oil products are on shelves at cvs stores as of fri,2019-03-22,CVS,0.9999945163726807,3.949504048250674e-07,5.185475856706034e-06
3527,diplomat pharmacys valuation presents value to a strategic buyer raymond james says in upgrade,2019-03-21,CVS,0.0934203490614891,0.9059523940086365,0.0006272215396165848
3528,cvs health stores to carry cbd products from curaleaf elevate,2019-03-21,CVS,0.9993834495544434,8.247323421528563e-05,0.000534042133949697
3529,insider buys of the week activision arconic cvs health,2019-03-17,CVS,0.9986697435379028,0.001156433834694326,0.00017383006343152374
3530,court doc shows the us judge assessing cvs deal with aetna has ordered an apr 5 hearing to discuss deal,2019-03-14,CVS,0.9999988079071045,9.989371818619475e-08,1.0908878493864904e-06
3531,bernstein out bullish on cvs sees 40 upside potential for stock,2019-03-13,CVS,2.9135751589137726e-09,1.0,3.1638447417492443e-09
3532,cvs health shares are trading higher after bernstein initiated coverage on the companys stock with and outperform rating and price target of 76 per share,2019-03-13,CVS,9.486353036436412e-09,1.0,5.157923532728148e-10
3533,benzingas top upgrades downgrades for march 13 2019,2019-03-13,CVS,0.9997878670692444,3.3094925129262265e-06,0.00020877664792351425
3534,bernstein initiates coverage on cvs health with outperform rating announces 76 price target,2019-03-13,CVS,2.3595545428634068e-07,0.9999997615814209,1.962082496476114e-09
3535,cvs health chairman david dorman buys 9600 shares 5271share,2019-03-12,CVS,0.9999127388000488,3.0517083359882236e-05,5.6691573263378814e-05
3536,cvs health option alert jan 2021 90 calls at the ask 15000  145 vs 18478 oi earnings 51 before open est ref540653,2019-03-06,CVS,0.9999877214431763,3.95952974940883e-06,8.345927199115977e-06
3537,investors boost the imx in february but seem wary of what the future holds,2019-03-06,CVS,0.0009959961753338575,0.00018740136874839664,0.9988166093826294
3538,citigroup maintains buy on cvs health lowers price target to 68,2019-03-06,CVS,0.003192473202943802,0.7564667463302612,0.24034073948860168
3539,investor movement index february summary,2019-03-05,CVS,0.9999901056289673,6.7741571001533885e-06,3.152322278765496e-06
3540,jim cramer on cvs tweets sellers will keep reloading they think it is a busted stock and dont care about what price they sell it at  merlo will have to defend soon,2019-03-05,CVS,0.9950856566429138,2.5437773274461506e-06,0.004911868833005428
3541,us healthcare stocks are trading lower with the broader us market which dipped following weak construction spending numbers note healthcare stocks have also experienced weakness recently amid democratic medicare for all proposals,2019-03-04,CVS,3.871325873205933e-07,4.656755550058733e-07,0.9999991655349731
3542,cvs health option alert may 17 60 calls sweep 22 above ask 601  1377 vs 8111 oi earnings 51 before open est ref5607,2019-03-04,CVS,0.9999746084213257,4.477861693885643e-06,2.0846653569606133e-05
3543,baird sees struggle in walgreens adds to fresh pick negative list,2019-03-01,CVS,5.415029954747297e-05,0.0006916863494552672,0.9992541670799255
3544,shares of health insurance companies are trading lower weakness may be related to recent news of house democrats proposing a medicare for all bill as well as concerning commentary from cvs which expects business challenges and uncertainties in 2019,2019-02-28,CVS,6.571180711034685e-05,1.957926997420145e-06,0.9999322891235352
3545,cvs says cids were in relation to investigation of patient chart review processes with risk adjustment data submissions under parts c  d of medicare program,2019-02-28,CVS,0.9999977350234985,4.1363293235008314e-08,2.214171672676457e-06
3546,cvs says received cids from and provided documents and information to the civil division of doj in cooperation with a current investigation,2019-02-28,CVS,0.9997230172157288,9.571220289217308e-06,0.00026738541782833636
3547,cvs says in relation to aetna deal agreed to undertakings with certain state regulators to place restrictions on payment of dividends by some units,2019-02-28,CVS,0.9927472472190857,8.304183211294003e-06,0.0072444225661456585
3548,cvs says health says anticipate continued regulatory  legislative action to increase regulation of premium rates in insured health care benefits products,2019-02-28,CVS,0.6543572545051575,0.10717678815126419,0.23846599459648132
3549,cvs says sees significant business challenges and uncertainties in 2019 says risks to brand  reputation aetna acquisition data governance risk present overarching risks to enterprise in 2019  beyond,2019-02-28,CVS,5.0465700041968375e-05,4.887782779405825e-05,0.9999006986618042
3550,shares of healthcare companies are trading lower potentially on news of house democrats unveiling of a medicare for all proposal that would eliminate most private health insurance,2019-02-27,CVS,0.0014899919042363763,0.0016920982161536813,0.9968178272247314
3551,jim cramer weighs in on foot locker cisco and more,2019-02-26,CVS,0.934050440788269,4.717095180239994e-06,0.0659448578953743
3552,doj asks judge leon to give final approval to cvsaetna merger,2019-02-26,CVS,0.9998136162757874,2.6992429411620833e-05,0.00015946879284456372
3553,benzingas bulls  bears of the week cbs cvs fitbit kraft heinz walmart and more,2019-02-24,CVS,0.9998314380645752,2.595302248664666e-06,0.00016592092288192362
3554,how green dot the company known for prepaid debit cards has entered the banking as a service space,2019-02-22,CVS,0.9999945163726807,3.379862221208896e-07,5.170858912606491e-06
3555,benzinga pros top 10 mostsearched tickers for morning of thurs feb 21 2019,2019-02-21,CVS,0.9999958276748657,1.5092084595380584e-06,2.623442924232222e-06
3556,75 biggest movers from yesterday,2019-02-21,CVS,0.9448023438453674,0.004836028907448053,0.05036159232258797
3557,cvs plunges on earnings and this chart says the pain has just begun,2019-02-20,CVS,1.6884704336916911e-06,4.501720923144603e-06,0.9999938011169434
3558,midafternoon market update crude oil up 15 kandi technologies shares spike higher,2019-02-20,CVS,3.4318058169446886e-05,0.9999653100967407,3.499912395454885e-07
3559,bloomberg columnist investors should question cvs outlook following writedown,2019-02-20,CVS,2.0678024156950414e-05,3.7843298628104094e-07,0.9999788999557495
3560,54 stocks moving in wednesdays midday session,2019-02-20,CVS,0.9999960660934448,9.751522611622931e-08,3.7659563076886116e-06
3561,midday market update lemaitre vascular surges following strong q4 results sienna biopharmaceuticals shares slide,2019-02-20,CVS,2.106020474457182e-06,0.9999978542327881,2.6510203809948507e-08
3562,midmorning market update markets mostly flat cvs health issues weak earnings outlook,2019-02-20,CVS,1.0815995921120702e-07,7.480316526198294e-07,0.9999991655349731
3563,from cvs earnings conference call recentlyproposed rebate rule will take us backwards not forward,2019-02-20,CVS,0.9861891865730286,0.0006209491984918714,0.013189811259508133
3564,from cvs health q4 earnings conference call sees pbm unit operating income down in mid single digits range on yearoveryear basis,2019-02-20,CVS,1.732517915797871e-07,6.456387069420089e-08,0.9999997615814209
3565,cvs shares are trading lower after the company said it expects 2019 eps of 668 to 688 versus the 741 analyst estimate,2019-02-20,CVS,0.04243113845586777,0.002239829860627651,0.9553290605545044
3566,a peek into the markets us stock futures edge lower ahead of fed minutes,2019-02-20,CVS,0.009289859794080257,2.9366183298407122e-05,0.9906807541847229
3567,cvs health corporation sees fy19 adj eps 668688 vs 741 est,2019-02-20,CVS,0.9999269247055054,4.7591415750503074e-06,6.830291385995224e-05
3568,cvs health q4 adj eps 214 beats 205 estimate sales 5442b miss 5458b estimate,2019-02-20,CVS,7.005970701357e-07,0.9999985694885254,6.888289476592035e-07
3569,10 stocks to watch for february 20 2019,2019-02-20,CVS,0.9999644756317139,5.215998726271209e-07,3.503041807562113e-05
3570,earnings scheduled for february 20 2019,2019-02-20,CVS,0.9999963045120239,1.1051781001469863e-07,3.5643397495732643e-06
3571,q4 13f roundup how buffett einhorn ackman and others adjusted their portfolios,2019-02-15,CVS,0.9999269247055054,4.512416182933521e-07,7.256751996465027e-05
3572,cvs health option alert feb 22 70 calls at the ask 1581  096 vs 8282 oi earnings 220 before open ref6823,2019-02-15,CVS,0.999984860420227,2.819966312017641e-06,1.224467996507883e-05
3573,coopermans omega 13f shows raised stake in cvs from 3946k shares to 7959k shares,2019-02-14,CVS,0.9955436587333679,0.004445617087185383,1.0748916793090757e-05
3574,opinion how organizational transformation impacts shareholder value,2019-02-08,CVS,0.7051671743392944,0.2876468896865845,0.007185961585491896
3575,trump at state of the union will ask for drug pricing cuts,2019-02-01,CVS,0.9897257685661316,0.00044797934242524207,0.009826217778027058
3576,healthcare stocks trading slightly lower after the trump administration on wednesday announced it plans to target backdoor rebates in an attempt to lower drug costs,2019-02-01,CVS,0.014603991992771626,0.9559386968612671,0.029457200318574905
3577,cvs health running pilot with smiledirectclub to fit people for invisible braces,2019-01-30,CVS,0.9999597072601318,3.370963531779125e-05,6.595058493985562e-06
3578,jim cramer weighs in on cvs health neogenomics and more,2019-01-29,CVS,0.9849573373794556,3.5202740491513396e-06,0.015039092861115932
3579,aetna announces attain a personalized wellbeing experience that combines health history with apple watch information to empower better health,2019-01-29,CVS,0.00010179579840041697,0.9998973608016968,8.509997542205383e-07
3580,cvs says puts new migraine drugs from teva and eli lilly on list of covered medicines excludes amgens aimovig,2019-01-25,CVS,0.9999899864196777,1.2127834452257957e-06,8.858037290337961e-06
3581,cvs health reports aetna entered 4year reinsurance arrangement with vitality re x limited arrangement allows cvs to reduce required capital provides 200m of collateralized excess of loss reinsurance coverage,2019-01-24,CVS,0.9991796612739563,0.0006815118831582367,0.00013877631863579154
3582,stocks trading ex dividend for thurs jan 24 2019,2019-01-24,CVS,0.9999904632568359,2.583784635135089e-07,9.24373853194993e-06
3583,cbd still a restricted substance,2019-01-23,CVS,0.9753434062004089,4.166924918536097e-05,0.02461489476263523
3584,bulls  bears of the week cvs ea gm kinder morgan and more,2019-01-20,CVS,0.9999181032180786,9.108017366088461e-06,7.288634515134618e-05
3585,cvs and walmart extend pbm managed medicaid agreement,2019-01-18,CVS,0.9995400905609131,0.00043843782623298466,2.150727596017532e-05
3586,40 stocks moving in fridays premarket session,2019-01-18,CVS,0.9999972581863403,1.6027929916617722e-07,2.591883685454377e-06
