fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2021-09-30,USD,19807000000,8167000000,3258000000,3300000000,2025000000,-115000000,11640000000,4582000000,6589000000,4974000000,1876000000,3098000000,None,None,42000000,810000000,1503000000,10992000000,3441000000,999000000,91000000,510000000,301000000,2105000000,484000000,5446000000,209000000,None,301000000,1932000000,1621000000,8770000000,11529000000,16967000000,683000000,500000000,BAX
2021-06-30,USD,19682000000,8004000000,3136000000,3136000000,2065000000,-117000000,11678000000,4649000000,6612000000,5058000000,1910000000,3148000000,None,None,None,782000000,1404000000,11147000000,3344000000,1005000000,87000000,457000000,51000000,2093000000,469000000,5710000000,406000000,None,51000000,1882000000,1624000000,8494000000,11561000000,16658000000,683000000,503000000,BAX
2021-03-31,USD,19466000000,7856000000,3182000000,3182000000,2017000000,-120000000,11610000000,4614000000,6491000000,5073000000,1962000000,3111000000,None,None,None,742000000,1356000000,10976000000,3187000000,1023000000,80000000,407000000,407000000,2108000000,472000000,5681000000,407000000,None,6560000000,1757000000,1636000000,8452000000,11296000000,16502000000,683000000,505000000,BAX
2020-12-31,USD,20019000000,8411000000,3730000000,3730000000,1916000000,2240000000,12805000000,4722000000,6549000000,4888000000,1671000000,3217000000,135000000,135000000,None,342000000,1395000000,11293000000,3333000000,1043000000,66000000,406000000,0,9549000000,64000000,6233000000,405000000,None,6233000000,1490000000,1673000000,8689000000,11051000000,16328000000,683000000,509000000,BAX
2020-09-30,USD,20098000000,9033000000,4359000000,4359000000,1988000000,-122000000,11065000000,4460000000,6530000000,4772000000,1678000000,3094000000,None,None,None,685000000,1255000000,11496000000,3422000000,None,63000000,727000000,0,2314000000,490000000,5760000000,727000000,None,0,2695000000,1824000000,8567000000,10571000000,16285000000,683000000,511000000,BAX
2020-06-30,USD,19465000000,8566000000,4085000000,4100000000,1905000000,-120000000,10899000000,4382000000,6301000000,4768000000,1716000000,3052000000,None,None,15000000,692000000,1168000000,11305000000,2880000000,None,58000000,319000000,1000000,2370000000,488000000,6055000000,318000000,None,1000000,2561000000,1882000000,8128000000,10597000000,16055000000,683000000,509000000,BAX
2020-03-31,USD,19075000000,8333000000,4110000000,4110000000,1694000000,-114000000,10165000000,4340000000,6103000000,4720000000,1759000000,2961000000,None,None,None,637000000,1105000000,11345000000,3036000000,None,None,536000000,221000000,1827000000,486000000,5996000000,315000000,None,221000000,2500000000,1827000000,7699000000,10677000000,15935000000,683000000,507000000,BAX
2019-12-31,USD,18193000000,7503000000,3335000000,3335000000,1653000000,2036000000,10226000000,4512000000,6148000000,4501000000,1471000000,3030000000,76000000,76000000,None,315000000,1069000000,10281000000,3230000000,892000000,12000000,541000000,226000000,8179000000,54000000,4809000000,315000000,None,226000000,2609000000,1732000000,7882000000,10764000000,15718000000,683000000,506000000,BAX
2019-09-30,USD,17299000000,7210000000,3009000000,3009000000,1715000000,None,9500000000,4406000000,5973000000,4212000000,1365000000,2847000000,None,39000000,None,672000000,882000000,9682000000,2611000000,None,None,2000000,0,1514000000,53000000,5063000000,2000000,None,0,85000000,1514000000,7588000000,10582000000,15849000000,683000000,511000000,BAX
2019-06-30,USD,17503000000,7229000000,2934000000,2925000000,1756000000,None,9738000000,4485000000,6052000000,4300000000,1363000000,2937000000,None,39000000,None,651000000,894000000,9700000000,2557000000,None,None,4000000,2000000,1464000000,58000000,5157000000,1000000,None,2000000,2593000000,1490000000,7779000000,10322000000,15598000000,683000000,510000000,BAX
2019-03-31,USD,16241000000,6060000000,1902000000,1908000000,1743000000,None,9746000000,4476000000,5931000000,4369000000,1440000000,2929000000,None,39000000,6000000,626000000,823000000,8648000000,3276000000,None,None,798000000,796000000,1483000000,57000000,3451000000,1000000,None,796000000,2531000000,1504000000,7570000000,10284000000,15414000000,683000000,512000000,BAX
2018-12-31,USD,15720000000,5959000000,1838000000,1832000000,1667000000,20000000,9722000000,4530000000,5803000000,4412000000,1410000000,3002000000,44000000,44000000,None,404000000,819000000,7854000000,2814000000,1004000000,None,4000000,2000000,6414000000,None,3473000000,2000000,None,2000000,1594000000,1559000000,7844000000,9989000000,15075000000,683000000,528000000,BAX
2018-09-30,USD,16803000000,7031000000,2863000000,2866000000,1716000000,None,9819000000,4476000000,5803000000,4378000000,1400000000,2978000000,6000000,39000000,6000000,624000000,918000000,7713000000,2663000000,None,None,3000000,3000000,5030000000,None,3485000000,3000000,None,3488000000,2595000000,1570000000,9107000000,8639000000,14886000000,683000000,534000000,BAX
2023-06-30,USD,53017000000,8588000000,923000000,931000000,3588000000,2414000000,44982000000,6474000000,7002000000,36449000000,11865000000,24584000000,8000000,None,8000000,1282000000,2059000000,27080000000,6878000000,None,None,1856000000,1856000000,20203000000,None,14926000000,1856000000,14926000000,16782000000,5021000000,4373000000,25937000000,8321000000,15691000000,371000000,286317000,BDX
2023-03-31,USD,54394000000,9587000000,1981000000,1987000000,3656000000,2413000000,45363000000,6356000000,6848000000,37013000000,12233000000,24780000000,6000000,None,6000000,1444000000,1994000000,28705000000,7304000000,None,None,2214000000,2214000000,21401000000,None,16010000000,2214000000,16010000000,18224000000,5090000000,4471000000,25689000000,8327000000,15563000000,365000000,284292000,BDX
2022-12-31,USD,53129000000,8175000000,612000000,612000000,3604000000,2282000000,45471000000,6247000000,6679000000,37269000000,12506000000,24763000000,None,None,0,1545000000,1955000000,27657000000,7625000000,None,None,2188000000,2188000000,20032000000,None,14268000000,2188000000,14268000000,16456000000,-4862000000,4862000000,25472000000,8333000000,15384000000,365000000,283887000,BDX
2022-09-30,USD,52934000000,8141000000,1006000000,1014000000,3224000000,2191000000,45792000000,6012000000,6402000000,37450000000,12829000000,24621000000,8000000,None,8000000,1559000000,1848000000,27652000000,7811000000,1699000000,None,2179000000,2179000000,20224000000,None,7784000000,2179000000,13886000000,7784000000,3933000000,5052000000,25282000000,8330000000,15157000000,365000000,284657000,BDX
2022-06-30,USD,53199000000,9547000000,2558000000,2572000000,3163000000,2218000000,44183000000,6005000000,6399000000,36385000000,12417000000,23968000000,14000000,None,14000000,1392000000,1793000000,27706000000,7080000000,None,None,1682000000,1682000000,20626000000,None,14683000000,1682000000,14683000000,16365000000,464000000,4934000000,25493000000,7836000000,15088000000,365000000,285441000,BDX
2022-03-31,USD,54786000000,10152000000,3147000000,3162000000,3258000000,2303000000,45176000000,6406000000,6788000000,36904000000,12808000000,24096000000,15000000,None,15000000,1256000000,1866000000,30261000000,6657000000,None,None,1051000000,1051000000,23605000000,None,17584000000,1051000000,17584000000,18635000000,5606000000,4973000000,24525000000,7866000000,14416000000,365000000,285243000,BDX
